ilac,yorum,kaynak
amoksisilin,diş tedavisi öncesinde kalp kapakçığı sorunu olanlarda  enfektif endokardit  gelişmesini engellemek için kullanılması gereken antibiyotik.,eksisozluk
amoksisilin,"kullanmayi nedense sevmedigim genis spektrumlu antibiyotiktir. sindirim sistemine advers etkileri coktur. 45 gun icerisinde, ikinci kez almak mecburiyetinde kaldim. eczacinin beni antibiyotiklerden uzaklastirip, farenjitten sut beyazi olmus bogazimin  semptomatik  tedavisi icin pastillere aspirinlere yoneltmesi, yatistirmasi gerekirken, dayadi 1000mg  klamoks bid 'i. umudumuz, bogaz agrimizin  viral  sebepli olmamasi. 1000mg lik haplariyla taso, misket gibi oyunlar oynanabilir, tavlada kayip pul yerine kullanilabilir, zira yutulmasi icin yapilmamis gibi duruyor. kendime not: hastayken  house  izlemiyoruz.",eksisozluk
amoksisilin,"manyak kafasi var bu ilacin.. inanilmaz durgunlasiyor insan, öroyin yuklemis gibi oluyor. (bkz:  kiza öroyin yükleyin ) tum yasam enerjisini ve hatta sevincini goturuyor, en azimdan benim bunyemde boyle. amoksilin kullandigim gunlerde gunde 17 saat uyudugumu bilirim.",eksisozluk
amoksisilin,"çok güzel osuruk kokuyor. parmağım kadar hap, kokusu ve o iğrenç tadıyla kusmamak için kendimi zor tutuyorum.",eksisozluk
amoksisilin,butun bir haftasonu boyunca iltihaplanmaktan gebermis bogazlarimi 3 saat icinde rahatlatmis antibiyotiktir. yerim ben onu. tek sorun butun hafta kullanmak zorunda olmam.,eksisozluk
amoksisilin,"yarısentetik bir  penisilin . bağırsak tan emilimi çok iyi olması önemlidir.  gram negatif bakteri lere yüksek etkinlik gösterir.  klavulanik asit ( klavulanat ) (ki o  beta laktamaz inhibitörleri  grubuna dahil bir maddedir) ile beraber kullanımı sayesinde,  beta laktamaz ların yaptığı parçalanmadan korunma şansları, dolayısıyla da etkinlikleri artar...(bkz:  augmentin )",eksisozluk
amoksisilin,molekuler formulu c16 h19 n3 o5s.3h2o ve molekuler agirligi ise 419.45 'tir. orijinal yazimi amoxicillin 'dir.,eksisozluk
amoksisilin,"sari-kirmizi, 500 gramlik kapsullerden iki tane sallayip, bogazimin agrisini geciren super ilac. (acaba placebo efekti mi yapti ne?) allah bulana, yapana dert gostermesin.",eksisozluk
amoksisilin,1000 mg lık olanı yutulamayıp boğaza yapışan antibiyotik. yarıya bölüp yutmaya çalıştığımda gene yapışıyor. susuz ilaç yutmak/@sare  entryimi bana yedirttiren ilaç olmuştur.,eksisozluk
amoksisilin,vücudun c vitamini takviyeli savunma sisteminin 3 gündür indiremediği şişmiş bademcikleri ilk kullanımdan 3 saat sonra huzura kavuşturan şey,eksisozluk
amoksisilin,diş tedavisi öncesinde kalp kapakçığı sorunu olanlarda  enfektif endokardit  gelişmesini engellemek için kullanılması gereken antibiyotik.,eksisozluk
amoksisilin,"kullanmayi nedense sevmedigim genis spektrumlu antibiyotiktir. sindirim sistemine advers etkileri coktur. 45 gun icerisinde, ikinci kez almak mecburiyetinde kaldim. eczacinin beni antibiyotiklerden uzaklastirip, farenjitten sut beyazi olmus bogazimin  semptomatik  tedavisi icin pastillere aspirinlere yoneltmesi, yatistirmasi gerekirken, dayadi 1000mg  klamoks bid 'i. umudumuz, bogaz agrimizin  viral  sebepli olmamasi. 1000mg lik haplariyla taso, misket gibi oyunlar oynanabilir, tavlada kayip pul yerine kullanilabilir, zira yutulmasi icin yapilmamis gibi duruyor. kendime not: hastayken  house  izlemiyoruz.",eksisozluk
amoksisilin,"manyak kafasi var bu ilacin.. inanilmaz durgunlasiyor insan, öroyin yuklemis gibi oluyor. (bkz:  kiza öroyin yükleyin ) tum yasam enerjisini ve hatta sevincini goturuyor, en azimdan benim bunyemde boyle. amoksilin kullandigim gunlerde gunde 17 saat uyudugumu bilirim.",eksisozluk
amoksisilin,"çok güzel osuruk kokuyor. parmağım kadar hap, kokusu ve o iğrenç tadıyla kusmamak için kendimi zor tutuyorum.",eksisozluk
amoksisilin,butun bir haftasonu boyunca iltihaplanmaktan gebermis bogazlarimi 3 saat icinde rahatlatmis antibiyotiktir. yerim ben onu. tek sorun butun hafta kullanmak zorunda olmam.,eksisozluk
amoksisilin,"yarısentetik bir  penisilin . bağırsak tan emilimi çok iyi olması önemlidir.  gram negatif bakteri lere yüksek etkinlik gösterir.  klavulanik asit ( klavulanat ) (ki o  beta laktamaz inhibitörleri  grubuna dahil bir maddedir) ile beraber kullanımı sayesinde,  beta laktamaz ların yaptığı parçalanmadan korunma şansları, dolayısıyla da etkinlikleri artar...(bkz:  augmentin )",eksisozluk
amoksisilin,molekuler formulu c16 h19 n3 o5s.3h2o ve molekuler agirligi ise 419.45 'tir. orijinal yazimi amoxicillin 'dir.,eksisozluk
amoksisilin,"sari-kirmizi, 500 gramlik kapsullerden iki tane sallayip, bogazimin agrisini geciren super ilac. (acaba placebo efekti mi yapti ne?) allah bulana, yapana dert gostermesin.",eksisozluk
amoksisilin,1000 mg lık olanı yutulamayıp boğaza yapışan antibiyotik. yarıya bölüp yutmaya çalıştığımda gene yapışıyor. susuz ilaç yutmak/@sare  entryimi bana yedirttiren ilaç olmuştur.,eksisozluk
amoksisilin,vücudun c vitamini takviyeli savunma sisteminin 3 gündür indiremediği şişmiş bademcikleri ilk kullanımdan 3 saat sonra huzura kavuşturan şey,eksisozluk
amoksisilin,diş tedavisi öncesinde kalp kapakçığı sorunu olanlarda  enfektif endokardit  gelişmesini engellemek için kullanılması gereken antibiyotik.,eksisozluk
amoksisilin,"kullanmayi nedense sevmedigim genis spektrumlu antibiyotiktir. sindirim sistemine advers etkileri coktur. 45 gun icerisinde, ikinci kez almak mecburiyetinde kaldim. eczacinin beni antibiyotiklerden uzaklastirip, farenjitten sut beyazi olmus bogazimin  semptomatik  tedavisi icin pastillere aspirinlere yoneltmesi, yatistirmasi gerekirken, dayadi 1000mg  klamoks bid 'i. umudumuz, bogaz agrimizin  viral  sebepli olmamasi. 1000mg lik haplariyla taso, misket gibi oyunlar oynanabilir, tavlada kayip pul yerine kullanilabilir, zira yutulmasi icin yapilmamis gibi duruyor. kendime not: hastayken  house  izlemiyoruz.",eksisozluk
amoksisilin,"manyak kafasi var bu ilacin.. inanilmaz durgunlasiyor insan, öroyin yuklemis gibi oluyor. (bkz:  kiza öroyin yükleyin ) tum yasam enerjisini ve hatta sevincini goturuyor, en azimdan benim bunyemde boyle. amoksilin kullandigim gunlerde gunde 17 saat uyudugumu bilirim.",eksisozluk
amoksisilin,"çok güzel osuruk kokuyor. parmağım kadar hap, kokusu ve o iğrenç tadıyla kusmamak için kendimi zor tutuyorum.",eksisozluk
amoksisilin,butun bir haftasonu boyunca iltihaplanmaktan gebermis bogazlarimi 3 saat icinde rahatlatmis antibiyotiktir. yerim ben onu. tek sorun butun hafta kullanmak zorunda olmam.,eksisozluk
amoksisilin,"yarısentetik bir  penisilin . bağırsak tan emilimi çok iyi olması önemlidir.  gram negatif bakteri lere yüksek etkinlik gösterir.  klavulanik asit ( klavulanat ) (ki o  beta laktamaz inhibitörleri  grubuna dahil bir maddedir) ile beraber kullanımı sayesinde,  beta laktamaz ların yaptığı parçalanmadan korunma şansları, dolayısıyla da etkinlikleri artar...(bkz:  augmentin )",eksisozluk
amoksisilin,molekuler formulu c16 h19 n3 o5s.3h2o ve molekuler agirligi ise 419.45 'tir. orijinal yazimi amoxicillin 'dir.,eksisozluk
amoksisilin,"sari-kirmizi, 500 gramlik kapsullerden iki tane sallayip, bogazimin agrisini geciren super ilac. (acaba placebo efekti mi yapti ne?) allah bulana, yapana dert gostermesin.",eksisozluk
amoksisilin,1000 mg lık olanı yutulamayıp boğaza yapışan antibiyotik. yarıya bölüp yutmaya çalıştığımda gene yapışıyor. susuz ilaç yutmak/@sare  entryimi bana yedirttiren ilaç olmuştur.,eksisozluk
amoksisilin,vücudun c vitamini takviyeli savunma sisteminin 3 gündür indiremediği şişmiş bademcikleri ilk kullanımdan 3 saat sonra huzura kavuşturan şey,eksisozluk
amoksisilin,diş tedavisi öncesinde kalp kapakçığı sorunu olanlarda  enfektif endokardit  gelişmesini engellemek için kullanılması gereken antibiyotik.,eksisozluk
amoksisilin,"kullanmayi nedense sevmedigim genis spektrumlu antibiyotiktir. sindirim sistemine advers etkileri coktur. 45 gun icerisinde, ikinci kez almak mecburiyetinde kaldim. eczacinin beni antibiyotiklerden uzaklastirip, farenjitten sut beyazi olmus bogazimin  semptomatik  tedavisi icin pastillere aspirinlere yoneltmesi, yatistirmasi gerekirken, dayadi 1000mg  klamoks bid 'i. umudumuz, bogaz agrimizin  viral  sebepli olmamasi. 1000mg lik haplariyla taso, misket gibi oyunlar oynanabilir, tavlada kayip pul yerine kullanilabilir, zira yutulmasi icin yapilmamis gibi duruyor. kendime not: hastayken  house  izlemiyoruz.",eksisozluk
amoksisilin,"manyak kafasi var bu ilacin.. inanilmaz durgunlasiyor insan, öroyin yuklemis gibi oluyor. (bkz:  kiza öroyin yükleyin ) tum yasam enerjisini ve hatta sevincini goturuyor, en azimdan benim bunyemde boyle. amoksilin kullandigim gunlerde gunde 17 saat uyudugumu bilirim.",eksisozluk
amoksisilin,"çok güzel osuruk kokuyor. parmağım kadar hap, kokusu ve o iğrenç tadıyla kusmamak için kendimi zor tutuyorum.",eksisozluk
amoksisilin,butun bir haftasonu boyunca iltihaplanmaktan gebermis bogazlarimi 3 saat icinde rahatlatmis antibiyotiktir. yerim ben onu. tek sorun butun hafta kullanmak zorunda olmam.,eksisozluk
amoksisilin,"yarısentetik bir  penisilin . bağırsak tan emilimi çok iyi olması önemlidir.  gram negatif bakteri lere yüksek etkinlik gösterir.  klavulanik asit ( klavulanat ) (ki o  beta laktamaz inhibitörleri  grubuna dahil bir maddedir) ile beraber kullanımı sayesinde,  beta laktamaz ların yaptığı parçalanmadan korunma şansları, dolayısıyla da etkinlikleri artar...(bkz:  augmentin )",eksisozluk
amoksisilin,molekuler formulu c16 h19 n3 o5s.3h2o ve molekuler agirligi ise 419.45 'tir. orijinal yazimi amoxicillin 'dir.,eksisozluk
amoksisilin,"sari-kirmizi, 500 gramlik kapsullerden iki tane sallayip, bogazimin agrisini geciren super ilac. (acaba placebo efekti mi yapti ne?) allah bulana, yapana dert gostermesin.",eksisozluk
amoksisilin,1000 mg lık olanı yutulamayıp boğaza yapışan antibiyotik. yarıya bölüp yutmaya çalıştığımda gene yapışıyor. susuz ilaç yutmak/@sare  entryimi bana yedirttiren ilaç olmuştur.,eksisozluk
amoksisilin,vücudun c vitamini takviyeli savunma sisteminin 3 gündür indiremediği şişmiş bademcikleri ilk kullanımdan 3 saat sonra huzura kavuşturan şey,eksisozluk
amoksisilin,diş tedavisi öncesinde kalp kapakçığı sorunu olanlarda  enfektif endokardit  gelişmesini engellemek için kullanılması gereken antibiyotik.,eksisozluk
amoksisilin,"kullanmayi nedense sevmedigim genis spektrumlu antibiyotiktir. sindirim sistemine advers etkileri coktur. 45 gun icerisinde, ikinci kez almak mecburiyetinde kaldim. eczacinin beni antibiyotiklerden uzaklastirip, farenjitten sut beyazi olmus bogazimin  semptomatik  tedavisi icin pastillere aspirinlere yoneltmesi, yatistirmasi gerekirken, dayadi 1000mg  klamoks bid 'i. umudumuz, bogaz agrimizin  viral  sebepli olmamasi. 1000mg lik haplariyla taso, misket gibi oyunlar oynanabilir, tavlada kayip pul yerine kullanilabilir, zira yutulmasi icin yapilmamis gibi duruyor. kendime not: hastayken  house  izlemiyoruz.",eksisozluk
amoksisilin,"manyak kafasi var bu ilacin.. inanilmaz durgunlasiyor insan, öroyin yuklemis gibi oluyor. (bkz:  kiza öroyin yükleyin ) tum yasam enerjisini ve hatta sevincini goturuyor, en azimdan benim bunyemde boyle. amoksilin kullandigim gunlerde gunde 17 saat uyudugumu bilirim.",eksisozluk
amoksisilin,"çok güzel osuruk kokuyor. parmağım kadar hap, kokusu ve o iğrenç tadıyla kusmamak için kendimi zor tutuyorum.",eksisozluk
amoksisilin,butun bir haftasonu boyunca iltihaplanmaktan gebermis bogazlarimi 3 saat icinde rahatlatmis antibiyotiktir. yerim ben onu. tek sorun butun hafta kullanmak zorunda olmam.,eksisozluk
amoksisilin,"yarısentetik bir  penisilin . bağırsak tan emilimi çok iyi olması önemlidir.  gram negatif bakteri lere yüksek etkinlik gösterir.  klavulanik asit ( klavulanat ) (ki o  beta laktamaz inhibitörleri  grubuna dahil bir maddedir) ile beraber kullanımı sayesinde,  beta laktamaz ların yaptığı parçalanmadan korunma şansları, dolayısıyla da etkinlikleri artar...(bkz:  augmentin )",eksisozluk
amoksisilin,molekuler formulu c16 h19 n3 o5s.3h2o ve molekuler agirligi ise 419.45 'tir. orijinal yazimi amoxicillin 'dir.,eksisozluk
amoksisilin,"sari-kirmizi, 500 gramlik kapsullerden iki tane sallayip, bogazimin agrisini geciren super ilac. (acaba placebo efekti mi yapti ne?) allah bulana, yapana dert gostermesin.",eksisozluk
amoksisilin,1000 mg lık olanı yutulamayıp boğaza yapışan antibiyotik. yarıya bölüp yutmaya çalıştığımda gene yapışıyor. susuz ilaç yutmak/@sare  entryimi bana yedirttiren ilaç olmuştur.,eksisozluk
amoksisilin,vücudun c vitamini takviyeli savunma sisteminin 3 gündür indiremediği şişmiş bademcikleri ilk kullanımdan 3 saat sonra huzura kavuşturan şey,eksisozluk
amoksisilin,diş tedavisi öncesinde kalp kapakçığı sorunu olanlarda  enfektif endokardit  gelişmesini engellemek için kullanılması gereken antibiyotik.,eksisozluk
amoksisilin,"kullanmayi nedense sevmedigim genis spektrumlu antibiyotiktir. sindirim sistemine advers etkileri coktur. 45 gun icerisinde, ikinci kez almak mecburiyetinde kaldim. eczacinin beni antibiyotiklerden uzaklastirip, farenjitten sut beyazi olmus bogazimin  semptomatik  tedavisi icin pastillere aspirinlere yoneltmesi, yatistirmasi gerekirken, dayadi 1000mg  klamoks bid 'i. umudumuz, bogaz agrimizin  viral  sebepli olmamasi. 1000mg lik haplariyla taso, misket gibi oyunlar oynanabilir, tavlada kayip pul yerine kullanilabilir, zira yutulmasi icin yapilmamis gibi duruyor. kendime not: hastayken  house  izlemiyoruz.",eksisozluk
amoksisilin,"manyak kafasi var bu ilacin.. inanilmaz durgunlasiyor insan, öroyin yuklemis gibi oluyor. (bkz:  kiza öroyin yükleyin ) tum yasam enerjisini ve hatta sevincini goturuyor, en azimdan benim bunyemde boyle. amoksilin kullandigim gunlerde gunde 17 saat uyudugumu bilirim.",eksisozluk
amoksisilin,"çok güzel osuruk kokuyor. parmağım kadar hap, kokusu ve o iğrenç tadıyla kusmamak için kendimi zor tutuyorum.",eksisozluk
amoksisilin,butun bir haftasonu boyunca iltihaplanmaktan gebermis bogazlarimi 3 saat icinde rahatlatmis antibiyotiktir. yerim ben onu. tek sorun butun hafta kullanmak zorunda olmam.,eksisozluk
amoksisilin,"yarısentetik bir  penisilin . bağırsak tan emilimi çok iyi olması önemlidir.  gram negatif bakteri lere yüksek etkinlik gösterir.  klavulanik asit ( klavulanat ) (ki o  beta laktamaz inhibitörleri  grubuna dahil bir maddedir) ile beraber kullanımı sayesinde,  beta laktamaz ların yaptığı parçalanmadan korunma şansları, dolayısıyla da etkinlikleri artar...(bkz:  augmentin )",eksisozluk
amoksisilin,molekuler formulu c16 h19 n3 o5s.3h2o ve molekuler agirligi ise 419.45 'tir. orijinal yazimi amoxicillin 'dir.,eksisozluk
amoksisilin,"sari-kirmizi, 500 gramlik kapsullerden iki tane sallayip, bogazimin agrisini geciren super ilac. (acaba placebo efekti mi yapti ne?) allah bulana, yapana dert gostermesin.",eksisozluk
amoksisilin,1000 mg lık olanı yutulamayıp boğaza yapışan antibiyotik. yarıya bölüp yutmaya çalıştığımda gene yapışıyor. susuz ilaç yutmak/@sare  entryimi bana yedirttiren ilaç olmuştur.,eksisozluk
amoksisilin,vücudun c vitamini takviyeli savunma sisteminin 3 gündür indiremediği şişmiş bademcikleri ilk kullanımdan 3 saat sonra huzura kavuşturan şey,eksisozluk
amoksisilin,diş tedavisi öncesinde kalp kapakçığı sorunu olanlarda  enfektif endokardit  gelişmesini engellemek için kullanılması gereken antibiyotik.,eksisozluk
amoksisilin,"kullanmayi nedense sevmedigim genis spektrumlu antibiyotiktir. sindirim sistemine advers etkileri coktur. 45 gun icerisinde, ikinci kez almak mecburiyetinde kaldim. eczacinin beni antibiyotiklerden uzaklastirip, farenjitten sut beyazi olmus bogazimin  semptomatik  tedavisi icin pastillere aspirinlere yoneltmesi, yatistirmasi gerekirken, dayadi 1000mg  klamoks bid 'i. umudumuz, bogaz agrimizin  viral  sebepli olmamasi. 1000mg lik haplariyla taso, misket gibi oyunlar oynanabilir, tavlada kayip pul yerine kullanilabilir, zira yutulmasi icin yapilmamis gibi duruyor. kendime not: hastayken  house  izlemiyoruz.",eksisozluk
amoksisilin,"manyak kafasi var bu ilacin.. inanilmaz durgunlasiyor insan, öroyin yuklemis gibi oluyor. (bkz:  kiza öroyin yükleyin ) tum yasam enerjisini ve hatta sevincini goturuyor, en azimdan benim bunyemde boyle. amoksilin kullandigim gunlerde gunde 17 saat uyudugumu bilirim.",eksisozluk
amoksisilin,"çok güzel osuruk kokuyor. parmağım kadar hap, kokusu ve o iğrenç tadıyla kusmamak için kendimi zor tutuyorum.",eksisozluk
amoksisilin,butun bir haftasonu boyunca iltihaplanmaktan gebermis bogazlarimi 3 saat icinde rahatlatmis antibiyotiktir. yerim ben onu. tek sorun butun hafta kullanmak zorunda olmam.,eksisozluk
klaritromisin,bir  makrolid  turu  antibiyotik ..alt ve ust solunum yolu infeksiyonlarinda endikedir.,eksisozluk
klaritromisin,kullanıldığı süre içerisinde ağız tadınızı bozan  antibiyotik. atipik pnömonilerin vazgeçilmezi.,eksisozluk
klaritromisin,toplum kökenli pnömonide tercih edilmesi gereken ilk ilaç. ayrıca otitis media ve sinuzit tedavisinde de oldukça başarılıdır.,eksisozluk
klaritromisin,"m. avium , t. gondi , h. pilori, h. influenza bakterilerinde etkili antibiyotik. dokulara dağılımı iyidir.",eksisozluk
klaritromisin,uykusuzluk ve kişilik değişikliğine neden olan antibiyotiktir..,eksisozluk
klaritromisin,"kullanımı oldukça zor olan antibiyotik. ağızda bıraktığı metalik tattan dolayı iştah bırakmaz, mide bulantısı yapar, kısmen hayattan soğutur ama ölüyü de diriltiyor hani.",eksisozluk
klaritromisin,(bkz:  klitorisimsin ),eksisozluk
klaritromisin,(bkz:  klitorisinkimin ),eksisozluk
klaritromisin,(bkz:  klacid ) (bkz:  macrol ) (bkz:  deklarit ) (bkz:  klamer ) (bkz:  klarolid ),eksisozluk
